Uniprot id,Gene,Pep Count,log2_fc,q-value
O00574,CXCR6,2,5.718,0
P19397,CD53,3,5.408,0
P09564,CD7,2,5.369,0
P05187,ALPP,13,5.225,0
Q07075,ENPEP,40,5.153,0
P22732,SLC2A5,9,5.081,0
P15509,CSF2RA,14,5.033,0
P15328,FOLR1,2,4.848,0
P13726,F3,8,4.836,0
Q9BYF1,ACE2,4,4.83,0
P25106,ACKR3,3,4.825,0
Q6Q4G3,LVRN,28,4.801,0
O95274,LYPD3,2,4.778,0
Q14002,CEACAM7,2,4.731,0
O95477,ABCA1,111,4.688,0
P78380,OLR1,2,4.661,0
P34910,EVI2B,7,4.644,0
P10696,ALPG,25,4.638,0
P22607,FGFR3,16,4.625,0
Q92887,ABCC2,32,4.599,0
P34972,CNR2,9,4.569,0
P98164,LRP2,106,4.55,0
P13796,LCP1,21,4.525,0
P08887,IL6R,7,4.493,0
Q14956,GPNMB,7,4.45,0
P58107,EPPK1,100,4.333,0
Q6ZQN7,SLCO4C1,13,4.331,0
P55017,SLC12A3,18,4.33,0
P48960,CD97,17,4.313,0
Q9UGT4,SUSD2,27,4.2,0
Q6P5W5,SLC39A4,3,4.193,0
Q695T7,SLC6A19,5,4.168,0
Q5TF39,MFSD4B,5,4.109,0
Q03431,PTH1R,3,4.032,0
Q9NSA0,SLC22A11,2,3.994,0.000009
O75051,PLXNA2,47,3.974,0
Q9UM01,SLC7A7,5,3.92,0
P09758,TACSTD2,8,3.91,0
Q8WWY8,LIPH,11,3.878,0
Q9HC56,PCDH9,4,3.834,0
Q9UNQ0,ABCG2,17,3.81,0
P36269,GGT5,11,3.804,0
Q9BZV2,SLC19A3,7,3.73,0
Q16849,PTPRN,3,3.725,0
Q99650,OSMR,14,3.715,0
P13688,CEACAM1,5,3.712,0
Q13467,FZD5,6,3.701,0
P51685,CCR8,2,3.667,0
Q8TDB8,SLC2A14,2,3.507,0
Q8NFJ5,GPRC5A,6,3.496,0
P40189,IL6ST,23,3.493,0
Q96JP9,CDHR1,12,3.48,0
Q92729,PTPRU,37,3.47,0
P55085,F2RL1,11,3.4,0.000001
Q9BXB1,LGR4,13,3.377,0
Q5MY95,ENTPD8,5,3.369,0
Q9BZM6,ULBP1,8,3.367,0
Q9Y3Z3,SAMHD1,41,3.366,0
P17931,LGALS3,6,3.348,0
Q9NZQ7,CD274,6,3.347,0
P56730,PRSS12,7,3.341,0
Q9Y210,TRPC6,4,3.304,0
P15309,ACPP,2,3.266,0
Q92911,SLC5A5,3,3.241,0
Q9NRQ2,PLSCR4,4,3.24,0
P04083,ANXA1,10,3.235,0
P15151,PVR,10,3.221,0
P32970,CD70,4,3.211,0.000002
Q92835,INPP5D,5,3.188,0
Q9UQF0,ERVW-1,2,3.182,0
P15144,ANPEP,49,3.163,0
Q02539,HIST1H1A,4,3.154,0
Q8TF71,SLC16A10,9,3.13,0
Q8N9I0,SYT2,13,3.127,0
P41273,TNFSF9,4,3.12,0
P60903,S100A10,5,3.065,0
Q5T9A4,ATAD3B,15,3.054,0
P19440,GGT1,16,3.036,0
O14494,PLPP1,2,3.034,0
Q6P4Q7,CNNM4,41,3.032,0
Q9Y5S1,TRPV2,3,3.03,0
Q9Y5J5,PHLDA3,4,3.028,0
Q9Y446,PKP3,28,3.026,0
P31431,SDC4,8,3.021,0.000315
P59190,RAB15,8,3.011,0
Q9NQ36,SCUBE2,2,3.002,0.000005
Q9Y4D7,PLXND1,73,2.977,0
P46020,PHKA1,17,2.971,0
Q9UL52,TMPRSS11E,5,2.886,0
P14317,HCLS1,2,2.878,0.000001
P04920,SLC4A2,48,2.837,0
Q5T5C0,STXBP5,2,2.793,0
Q9HBG4,ATP6V0A4,8,2.767,0
Q8NBS3,SLC4A11,20,2.747,0
P17181,IFNAR1,8,2.715,0
Q9UHW9,SLC12A6,42,2.711,0
Q86VE9,SERINC5,5,2.693,0
Q09666,AHNAK,42,2.68,0
Q93038,TNFRSF25,2,2.649,0
Q96NI6,LRFN5,2,2.64,0
P30511,HLA-F,2,2.637,0
Q9NZU0,FLRT3,22,2.634,0.000002
Q8N387,MUC15,5,2.626,0
P51795,CLCN5,6,2.624,0
B0I1T2,MYO1G,13,2.607,0
Q9HCJ1,ANKH,3,2.576,0
Q8IZJ1,UNC5B,22,2.567,0.000001
P42685,FRK,3,2.522,0
P19634,SLC9A1,27,2.475,0
P07355,ANXA2,32,2.459,0
P08727,KRT19,4,2.454,0
Q99653,CHP1,10,2.447,0
P33151,CDH5,6,2.446,0.000098
Q9UHX3,ADGRE2,3,2.446,0
P09486,SPARC,2,2.425,0
Q9NY47,CACNA2D2,41,2.398,0
P43003,SLC1A3,15,2.38,0
Q5T9L3,WLS,2,2.379,0
O75146,HIP1R,27,2.378,0
P08582,MELTF,3,2.377,0
Q06787,FMR1,6,2.376,0
Q9NZM1,MYOF,21,2.342,0
Q15375,EPHA7,24,2.342,0.000005
P12429,ANXA3,6,2.338,0
P08842,STS,2,2.335,0
Q9UGH3,SLC23A2,15,2.328,0
Q6J4K2,SLC8B1,2,2.327,0
Q9Y624,F11R,20,2.319,0
P48551,IFNAR2,3,2.316,0.000001
Q96C24,SYTL4,6,2.315,0
O75144,ICOSLG,6,2.294,0
Q12979,ABR,12,2.292,0
Q9H156,SLITRK2,5,2.291,0.000001
P11279,LAMP1,8,2.29,0.000023
P16284,PECAM1,12,2.277,0.000006
P00813,ADA,10,2.277,0
P55042,RRAD,4,2.276,0
O43451,MGAM,4,2.248,0
Q9ULT6,ZNRF3,4,2.236,0
Q15149,PLEC,103,2.227,0
O15121,DEGS1,3,2.209,0
Q96AP7,ESAM,4,2.2,0.000001
O60242,ADGRB3,10,2.184,0
P58335,ANTXR2,11,2.183,0
Q5KU26,COLEC12,6,2.16,0.000001
Q9Y287,ITM2B,5,2.159,0
Q86X27,RALGPS2,4,2.123,0.000022
Q9HD26,GOPC,12,2.113,0
P13637,ATP1A3,28,2.094,0
P17302,GJA1,14,2.09,0
Q9UHN6,CEMIP2,70,2.049,0
Q03167,TGFBR3,12,2.04,0.021353
Q13445,TMED1,5,2.033,0.000001
Q9UIQ6,LNPEP,23,2.029,0
Q9NP59,SLC40A1,4,2.027,0
P02649,APOE,25,2.026,0.000002
Q92581,SLC9A6,16,2.023,0
P49585,PCYT1A,7,2.023,0
P08174,CD55,2,2.022,0
O43291,SPINT2,2,2.018,0.000001
P20645,M6PR,7,2.017,0.000003
P61225,RAP2B,5,2.002,0.000001
Q08334,IL10RB,6,1.996,0
P05362,ICAM1,21,1.988,0.000006
P16234,PDGFRA,6,1.979,0
Q96NY8,NECTIN4,2,1.972,0.000001
Q9BRY0,SLC39A3,2,1.97,0
Q8NHX9,TPCN2,5,1.958,0.000001
Q15464,SHB,4,1.945,0.000001
O43493,TGOLN2,20,1.938,0.000027
Q9BX95,SGPP1,2,1.928,0.000001
P54652,HSPA2,16,1.916,0.000001
P46059,SLC15A1,8,1.911,0.000006
P15291,B4GALT1,10,1.901,0.000001
Q5UIP0,RIF1,27,1.901,0.000002
Q13488,TCIRG1,5,1.897,0.000004
P13473,LAMP2,4,1.893,0.00006
O14917,PCDH17,2,1.884,0.000098
Q15760,GPR19,10,1.873,0.000001
Q6YHK3,CD109,44,1.865,0.000148
Q9H7F0,ATP13A3,36,1.86,0.000003
P05141,SLC25A5,5,1.856,0
P22303,ACHE,10,1.854,0.000002
O43570,CA12,9,1.852,0.000006
P40199,CEACAM6,3,1.847,0.000001
Q96F46,IL17RA,17,1.842,0.000002
Q02297,NRG1,9,1.825,0.000002
Q99549,MPHOSPH8,2,1.818,0.000259
Q7Z2H8,SLC36A1,2,1.812,0.000003
Q9UJ14,GGT7,13,1.8,0.000001
O75121,MFAP3L,6,1.797,0.000008
P35237,SERPINB6,6,1.797,0.000001
O14786,NRP1,2,1.793,0.000048
Q9UQC2,GAB2,6,1.79,0.000003
Q9GZU1,MCOLN1,6,1.786,0.000004
P80723,BASP1,4,1.783,0.000005
Q9ULI3,HEG1,7,1.78,0.000022
P27487,DPP4,12,1.778,0.000001
P35579,MYH9,109,1.774,0.000042
P08195,SLC3A2,50,1.764,0.000002
Q9UK23,NAGPA,3,1.752,0.000001
Q9H0C3,TMEM117,5,1.749,0
P15941,MUC1,3,1.747,0.000009
P06213,INSR,50,1.746,0.000001
Q96NE9,FRMD6,5,1.744,0
P28827,PTPRM,26,1.744,0.000011
O94985,CLSTN1,4,1.736,0.000002
Q13393,PLD1,4,1.735,0.000001
P29597,TYK2,13,1.731,0.000003
P02786,TFRC,48,1.731,0.000004
P52569,SLC7A2,16,1.727,0.000001
Q9BSA4,TTYH2,11,1.722,0.000013
Q12907,LMAN2,12,1.708,0.000001
Q9UDY4,DNAJB4,3,1.704,0.000001
Q13873,BMPR2,21,1.701,0.000008
Q9BQE4,SELENOS,4,1.698,0.000003
Q9UI12,ATP6V1H,19,1.688,0.000002
Q8TAD4,SLC30A5,3,1.681,0.000001
Q13415,ORC1,3,1.677,0.000001
P52735,VAV2,23,1.673,0.000002
P54289,CACNA2D1,41,1.671,0
Q9BRK3,MXRA8,7,1.641,0.000097
P14384,CPM,3,1.621,0.000036
Q6P1M0,SLC27A4,17,1.61,0.000002
Q8IX05,CD302,2,1.609,0.000005
O75695,RP2,7,1.603,0.000009
P15924,DSP,112,1.594,0.000008
Q08722,CD47,8,1.588,0.000002
P21802,FGFR2,21,1.581,0.000006
Q8NB49,ATP11C,48,1.58,0.000001
Q9BTW9,TBCD,28,1.579,0.000004
O76082,SLC22A5,9,1.576,0.000003
Q9UNN8,PROCR,7,1.574,0.000062
P53597,SUCLG1,2,1.564,0.000412
Q7LDG7,RASGRP2,9,1.563,0.00001
Q6P0Q8,MAST2,3,1.557,0.00001
Q06481,APLP2,26,1.554,0.000032
P17405,SMPD1,2,1.548,0.000014
Q92796,DLG3,15,1.547,0.000002
P43121,MCAM,32,1.544,0.000005
Q92959,SLCO2A1,7,1.54,0.000016
Q8TDF6,RASGRP4,3,1.533,0.000001
Q9NPF0,CD320,3,1.531,0.000153
Q9Y4D2,DAGLA,4,1.53,0.000004
P48029,SLC6A8,14,1.514,0.000008
Q9Y487,ATP6V0A2,18,1.509,0.000006
P51790,CLCN3,11,1.503,0.000005
Q13443,ADAM9,8,1.501,0.000006
Q8IWA5,SLC44A2,21,1.49,0.000008
Q9HAS3,SLC28A3,4,1.486,0.000032
Q6NYC1,JMJD6,3,1.483,0.000006
P51809,VAMP7,3,1.481,0.000016
Q8TCT8,SPPL2A,5,1.474,0.000007
Q9BSR8,YIPF4,2,1.468,0.000027
Q12866,MERTK,32,1.467,0.000006
Q8WVQ1,CANT1,5,1.463,0.000002
Q9Y5E6,PCDHB3,2,1.46,0.000029
Q13286,CLN3,4,1.449,0.000537
Q7KYR7,BTN2A1,25,1.447,0.000008
P12821,ACE,32,1.446,0.000008
P49961,ENTPD1,7,1.443,0.000008
Q5SW96,LDLRAP1,6,1.442,0.000004
Q8NI35,PATJ,24,1.436,0.000004
O95436,SLC34A2,13,1.432,0.000021
Q6UXM1,LRIG3,17,1.428,0.00002
Q15125,EBP,2,1.426,0.000034
P49755,TMED10,11,1.408,0.000003
O15031,PLXNB2,86,1.407,0.000013
Q9UPY5,SLC7A11,12,1.402,0.000013
Q12809,KCNH2,8,1.4,0.000008
Q9GZM5,YIPF3,9,1.398,0.000007
Q92797,SYMPK,38,1.397,0.000016
Q93096,PTP4A1,6,1.397,0.000004
O75369,FLNB,78,1.395,0.000004
Q96PV0,SYNGAP1,2,1.391,0.000004
P38606,ATP6V1A,23,1.387,0.000009
O15258,RER1,10,1.38,0.000047
Q8IUW5,RELL1,10,1.376,0.000009
P51811,XK,4,1.373,0.00001
O43155,FLRT2,6,1.362,0.00004
O75787,ATP6AP2,3,1.358,0.000016
P52597,HNRNPF,13,1.354,0.000006
P02787,TF,16,1.351,0.00002
Q96GC9,VMP1,4,1.348,0.000017
Q9H813,PACC1,6,1.345,0.000002
P01130,LDLR,15,1.342,0.000085
O00400,SLC33A1,8,1.341,0.00002
P27105,STOM,11,1.339,0.000009
Q13277,STX3,5,1.338,0.000285
Q9HDB9,ERVK-5,7,1.336,0.000005
Q9Y6D0,SELENOK,2,1.335,0.000009
Q29RF7,PDS5A,35,1.334,0.00003
P05787,KRT8,17,1.308,0.000044
Q9NZC3,GDE1,4,1.306,0.000014
P16144,ITGB4,59,1.3,0.000223
P22455,FGFR4,15,1.298,0.000015
O60353,FZD6,10,1.293,0.000052
Q16563,SYPL1,3,1.293,0.000005
Q96S97,MYADM,4,1.292,0.000166
Q9H6S3,EPS8L2,3,1.29,0.000214
P05023,ATP1A1,53,1.289,0.000009
O43657,TSPAN6,2,1.287,0.000016
P05026,ATP1B1,24,1.287,0.000018
Q01959,SLC6A3,3,1.284,0.000012
O75907,DGAT1,3,1.283,0.000066
Q96D31,ORAI1,6,1.281,0.000012
P09958,FURIN,2,1.274,0.000011
Q8TCT9,HM13,9,1.271,0.000103
Q96JJ7,TMX3,11,1.269,0.000042
Q12913,PTPRJ,38,1.267,0.000007
Q99523,SORT1,14,1.265,0.000019
Q13530,SERINC3,10,1.261,0.000005
Q9UP95,SLC12A4,26,1.26,0.000018
Q8NHL6,LILRB1,2,1.254,0.00016
P43004,SLC1A2,2,1.253,0.000019
Q9H4A6,GOLPH3,15,1.241,0.00008
Q9UMD9,COL17A1,6,1.239,0.000021
Q96RT1,ERBIN,39,1.238,0.000036
Q9BXL8,CDCA4,2,1.234,0.001886
Q9C0B5,ZDHHC5,19,1.227,0.00002
Q07021,C1QBP,4,1.226,0.000031
Q8IVT2,MISP,2,1.225,0.003533
Q8N4M1,SLC44A3,2,1.223,0.000028
O15111,CHUK,5,1.217,0.000126
Q9NV96,TMEM30A,18,1.207,0.000009
Q9NY64,SLC2A8,2,1.206,0.00002
Q9H4G0,EPB41L1,8,1.203,0.000013
Q86YC3,NRROS,5,1.198,0.000037
O75354,ENTPD6,3,1.196,0.00003
O95219,SNX4,7,1.187,0.000025
P54709,ATP1B3,19,1.178,0.000022
Q8N423,LILRB2,5,1.175,0.000027
O75110,ATP9A,8,1.168,0.000021
O43572,AKAP10,6,1.167,0.000072
Q02952,AKAP12,78,1.162,0.000015
Q9GZP1,NRSN2,2,1.149,0.000046
Q9NRX5,SERINC1,3,1.147,0.00001
Q9H2K8,TAOK3,14,1.146,0.000031
Q99805,TM9SF2,10,1.143,0.00004
P16070,CD44,13,1.142,0.000038
P13797,PLS3,17,1.141,0.000014
Q9UHG3,PCYOX1,18,1.118,0.001292
P42892,ECE1,51,1.103,0.000038
Q96FQ6,S100A16,3,1.1,0.000069
Q86SQ4,ADGRG6,3,1.097,0.000045
Q9Y639,NPTN,16,1.093,0.000051
Q14451,GRB7,11,1.092,0.000065
P17706,PTPN2,24,1.09,0.000058
Q86X29,LSR,14,1.088,0.00003
P46459,NSF,26,1.084,0.000055
P61421,ATP6V0D1,8,1.083,0.000055
O15126,SCAMP1,4,1.078,0.000034
Q9NQ84,GPRC5C,11,1.077,0.000207
O43490,PROM1,45,1.077,0.000327
Q01650,SLC7A5,10,1.074,0.000149
Q99623,PHB2,20,1.068,0.000086
P30519,HMOX2,8,1.061,0.00015
Q8TD16,BICD2,4,1.06,0.000063
Q02487,DSC2,14,1.058,0.007285
P98196,ATP11A,36,1.054,0.000068
Q9BV57,ADI1,7,1.052,0.000403
Q969F2,NKD2,4,1.045,0.000029
P35232,PHB,15,1.04,0.000224
Q99714,HSD17B10,11,1.034,0.000078
Q96NT5,SLC46A1,2,1.032,0.000068
Q9NRA2,SLC17A5,4,1.03,0.00149
P20138,CD33,2,1.028,0.000546
P42680,TEC,2,1.027,0.003809
Q93050,ATP6V0A1,25,1.026,0.000076
Q8IVY1,C1orf210,2,1.026,0.000248
P42679,MATK,2,1.021,0.00101
Q86WA9,SLC26A11,5,1.017,0.000161
Q7Z3J2,VPS35L,5,1.013,0.000173
P12235,SLC25A4,3,1.01,0.000097
Q96J84,KIRREL1,34,1.009,0.000145
Q641Q2,WASHC2A,3,1.007,0.001112
Q14165,MLEC,9,1.006,0.002266
P48509,CD151,5,1,0.002468
Q9Y219,JAG2,5,0.998,0.000125
O15400,STX7,7,0.995,0.000082
O14578,CIT,24,0.989,0.000808
Q99541,PLIN2,12,0.973,0.001058
Q92692,NECTIN2,20,0.971,0.000122
P07602,PSAP,4,0.967,0.005256
P17152,TMEM11,5,0.958,0.000756
O15440,ABCC5,58,0.957,0.000159
P04156,PRNP,3,0.954,0.00034
Q00325,SLC25A3,27,0.953,0.000313
P35670,ATP7B,2,0.952,0.000275
Q8TCG2,PI4K2B,3,0.95,0.000124
Q04656,ATP7A,14,0.95,0.00078
Q13796,SHROOM2,16,0.939,0.000468
O96005,CLPTM1,21,0.937,0.000089
Q01628,IFITM3,3,0.936,0.000144
P35240,NF2,2,0.934,0.00016
P42785,PRCP,6,0.928,0.002028
P11021,HSPA5,47,0.927,0.001035
P38398,BRCA1,3,0.924,0.000352
Q8IZH2,XRN1,3,0.923,0.000202
Q9P2B2,PTGFRN,43,0.92,0.000317
P49768,PSEN1,6,0.918,0.00009
O00462,MANBA,8,0.918,0.001208
P06576,ATP5F1B,20,0.914,0.001457
Q2Y0W8,SLC4A8,27,0.911,0.000286
Q8NFF5,FLAD1,9,0.901,0.000203
A0A1B0GTQ4,MYMX,3,0.899,0.001011
Q9BX67,JAM3,9,0.899,0.000198
Q02978,SLC25A11,16,0.898,0.001957
Q04771,ACVR1,8,0.897,0.000225
O60637,TSPAN3,4,0.892,0.001302
Q96BI3,APH1A,3,0.889,0.001631
P51572,BCAP31,16,0.888,0.000467
Q9Y4E1,WASHC2C,3,0.886,0.000521
O00522,KRIT1,19,0.885,0.00063
Q8N0X7,SPART,13,0.884,0.000285
O75128,COBL,8,0.88,0.000487
Q12846,STX4,8,0.871,0.002133
Q8NCG7,DAGLB,9,0.861,0.0003
Q9ULV4,CORO1C,10,0.858,0.002721
Q96AE7,TTC17,13,0.854,0.000403
Q6Q0C0,TRAF7,2,0.851,0.000925
Q15067,ACOX1,3,0.847,0.005212
P78310,CXADR,32,0.846,0.000356
Q15390,MTFR1,3,0.845,0.000347
P30533,LRPAP1,27,0.84,0.001846
Q9UI14,RABAC1,2,0.837,0.000594
O75054,IGSF3,50,0.834,0.000439
Q14108,SCARB2,8,0.834,0.024595
Q9UHI5,SLC7A8,15,0.834,0.001104
O00273,DFFA,7,0.823,0.002482
P14923,JUP,38,0.822,0.005978
Q9Y250,LZTS1,6,0.822,0.000576
P09382,LGALS1,4,0.82,0.004218
Q6UB99,ANKRD11,2,0.816,0.023679
Q8IXI1,RHOT2,8,0.813,0.001366
P16298,PPP3CB,5,0.811,0.000287
Q96QE2,SLC2A13,4,0.81,0.00115
Q9HDC9,APMAP,14,0.804,0.004364
Q0VAQ4,SMAGP,3,0.802,0.001004
Q7Z4W1,DCXR,2,0.8,0.002319
Q15043,SLC39A14,10,0.793,0.001858
Q9UKV3,ACIN1,11,0.78,0.000709
P20020,ATP2B1,27,0.78,0.008191
Q9H9H4,VPS37B,5,0.776,0.000502
Q14118,DAG1,30,0.772,0.009063
P20073,ANXA7,13,0.771,0.001331
Q8IZP9,ADGRG2,8,0.768,0.001597
Q86YD3,TMEM25,5,0.764,0.000737
P18825,ADRA2C,2,0.764,0.000593
Q9BT40,INPP5K,5,0.762,0.001704
Q93100,PHKB,7,0.759,0.000571
Q9HD20,ATP13A1,21,0.753,0.001388
A0FGR8,ESYT2,17,0.752,0.001665
O60583,CCNT2,4,0.751,0.001036
O75348,ATP6V1G1,2,0.748,0.002521
P15311,EZR,23,0.746,0.000497
Q8WVR3,MAP11,3,0.744,0.001258
Q92574,TSC1,5,0.743,0.003906
P23743,DGKA,2,0.742,0.010721
Q86VI3,IQGAP3,27,0.741,0.004118
Q68CP4,HGSNAT,3,0.74,0.001036
Q58EX2,SDK2,56,0.74,0.001091
P42702,LIFR,13,0.736,0.002319
Q9H0U3,MAGT1,8,0.734,0.00106
Q8TCU6,PREX1,3,0.731,0.025835
Q96A54,ADIPOR1,2,0.73,0.001935
O14924,RGS12,7,0.729,0.002367
O43520,ATP8B1,3,0.727,0.000828
Q14315,FLNC,17,0.724,0.001145
Q01469,FABP5,2,0.724,0.011123
O95298,NDUFC2,5,0.723,0.000529
Q9NR28,DIABLO,2,0.723,0.000589
Q12986,NFX1,4,0.722,0.001624
P37173,TGFBR2,2,0.722,0.001685
Q7Z7N9,TMEM179B,2,0.719,0.001651
Q8TB37,NUBPL,2,0.719,0.001013
P30040,ERP29,8,0.714,0.005199
P31641,SLC6A6,13,0.712,0.001596
Q6IAA8,LAMTOR1,5,0.712,0.012429
O43847,NRDC,12,0.696,0.00061
P04792,HSPB1,2,0.695,0.00302
P21912,SDHB,5,0.689,0.004463
P08962,CD63,6,0.682,0.001065
O43861,ATP9B,10,0.679,0.001827
P07237,P4HB,32,0.678,0.039305
Q02763,TEK,15,0.67,0.114082
P15529,CD46,6,0.67,0.002959
Q9NQX7,ITM2C,12,0.669,0.001957
Q5VZ89,DENND4C,14,0.667,0.002229
Q9BRK4,LZTS2,4,0.663,0.005256
Q5TA50,CPTP,2,0.658,0.001927
P21796,VDAC1,11,0.655,0.013543
P23634,ATP2B4,30,0.653,0.002186
P12830,CDH1,25,0.653,0.069845
Q9Y6M5,SLC30A1,21,0.647,0.004464
Q9NQ11,ATP13A2,3,0.647,0.013278
Q9BTX1,NDC1,17,0.646,0.002519
P04049,RAF1,11,0.643,0.001816
P39656,DDOST,13,0.643,0.006232
Q99959,PKP2,13,0.635,0.004554
Q99836,MYD88,7,0.632,0.004266
Q6NSJ5,LRRC8E,20,0.631,0.00556
O75691,UTP20,36,0.627,0.008595
Q70E73,RAPH1,6,0.627,0.002572
Q96QU8,XPO6,11,0.626,0.012118
P21731,TBXA2R,2,0.62,0.003152
O14795,UNC13B,20,0.62,0.002766
Q9UJZ1,STOML2,14,0.619,0.003817
Q92542,NCSTN,22,0.614,0.002673
O15530,PDPK1,2,0.611,0.003412
Q9UK41,VPS28,10,0.607,0.003573
O75581,LRP6,47,0.605,0.012464
Q00535,CDK5,9,0.605,0.018923
Q9NY35,CLDND1,9,0.603,0.005156
O60449,LY75,20,0.602,0.085435
O15260,SURF4,12,0.6,0.008976
P16591,FER,2,0.597,0.003948
P51148,RAB5C,11,0.594,0.005399
P46934,NEDD4,12,0.589,0.003061
Q8N370,SLC43A2,14,0.588,0.005593
O75882,ATRN,19,0.583,0.003557
P35221,CTNNA1,63,0.582,0.007148
Q8N271,PROM2,7,0.579,0.025646
Q9BWU0,SLC4A1AP,5,0.569,0.0036
P21359,NF1,30,0.562,0.021084
P30153,PPP2R1A,21,0.561,0.006181
Q13177,PAK2,4,0.56,0.0108
Q96P48,ARAP1,28,0.557,0.008359
Q9Y289,SLC5A6,13,0.548,0.008325
Q9NPF4,OSGEP,4,0.544,0.009885
Q9BX66,SORBS1,3,0.542,0.008344
P11413,G6PD,22,0.541,0.004614
Q9NS93,TM7SF3,2,0.536,0.015086
Q9HAB3,SLC52A2,3,0.535,0.012292
Q15075,EEA1,10,0.533,0.003731
Q6UXD5,SEZ6L2,13,0.532,0.015902
P27448,MARK3,12,0.532,0.01006
Q13576,IQGAP2,55,0.524,0.026956
Q6PJW8,CNST,2,0.524,0.011397
P15056,BRAF,3,0.522,0.008911
Q9BYB4,GNB1L,8,0.521,0.017425
Q8NBJ9,SIDT2,3,0.52,0.010761
O15294,OGT,9,0.518,0.005988
Q6T4R5,NHS,19,0.518,0.01218
P53611,RABGGTB,2,0.516,0.012054
Q92536,SLC7A6,8,0.515,0.008579
Q9H0H5,RACGAP1,5,0.513,0.010038
Q7L5Y9,MAEA,3,0.507,0.017987
O43865,AHCYL1,11,0.507,0.03154
P14625,HSP90B1,48,0.506,0.070979
P50570,DNM2,26,0.503,0.03123
O15118,NPC1,18,0.502,0.136461
P15260,IFNGR1,11,0.497,0.016909
Q9UPR5,SLC8A2,24,0.496,0.033546
P52630,STAT2,9,0.494,0.014079
P18615,NELFE,3,0.493,0.014288
P51149,RAB7A,12,0.492,0.057678
Q8IZQ1,WDFY3,17,0.49,0.045792
Q13283,G3BP1,4,0.49,0.019918
P22413,ENPP1,44,0.488,0.019374
P14174,MIF,5,0.487,0.027727
Q9H9J2,MRPL44,5,0.485,0.018539
Q9UGI8,TES,12,0.485,0.019946
Q12904,AIMP1,9,0.476,0.013779
O94768,STK17B,2,0.475,0.044734
Q00610,CLTC,67,0.475,0.014158
P78536,ADAM17,28,0.472,0.012987
Q96H20,SNF8,4,0.472,0.009877
Q99571,P2RX4,3,0.465,0.019015
O15498,YKT6,2,0.462,0.015095
Q96JI7,SPG11,9,0.462,0.020926
P24588,AKAP5,3,0.457,0.021254
P54920,NAPA,14,0.456,0.01969
Q8WUM9,SLC20A1,14,0.455,0.090633
O43663,PRC1,3,0.452,0.0188
Q13131,PRKAA1,9,0.449,0.019172
O15162,PLSCR1,3,0.448,0.011335
O95858,TSPAN15,5,0.443,0.072667
Q9Y5K6,CD2AP,14,0.44,0.018757
O75330,HMMR,9,0.434,0.024141
Q96EY1,DNAJA3,9,0.432,0.074044
P00505,GOT2,23,0.431,0.185215
Q8N4S9,MARVELD2,7,0.43,0.027013
Q9Y3Q0,NAALAD2,21,0.428,0.04631
Q8NFH5,NUP35,6,0.428,0.027127
Q9UNF0,PACSIN2,3,0.428,0.129149
Q08357,SLC20A2,13,0.428,0.070706
Q08188,TGM3,2,0.428,0.33931
Q8IZ07,ANKRD13A,13,0.425,0.023233
P11142,HSPA8,42,0.425,0.030111
Q8N5A5,ZGPAT,3,0.422,0.043055
P14550,AKR1A1,4,0.421,0.043252
Q9H307,PNN,15,0.42,0.02635
Q6UWL6,KIRREL2,4,0.418,0.035671
Q15800,MSMO1,6,0.415,0.057678
Q9UHQ9,CYB5R1,4,0.408,0.083509
Q9BX74,TM2D1,2,0.407,0.037937
Q6ZUJ8,PIK3AP1,2,0.407,0.147001
P62834,RAP1A,3,0.406,0.02651
Q9NZB2,FAM120A,5,0.402,0.034344
O15431,SLC31A1,7,0.4,0.050635
O60312,ATP10A,3,0.398,0.115268
Q8NG11,TSPAN14,6,0.394,0.075905
Q9H4A4,RNPEP,6,0.385,0.073395
P01137,TGFB1,4,0.383,0.040348
P10586,PTPRF,100,0.381,0.296237
Q96II8,LRCH3,6,0.381,0.042591
Q9H9L4,KANSL2,2,0.374,0.055382
Q9UJS0,SLC25A13,24,0.373,0.047155
Q9NPQ8,RIC8A,14,0.372,0.058661
Q9H228,S1PR5,3,0.371,0.042591
Q9BXI6,TBC1D10A,13,0.368,0.05626
Q8IZY2,ABCA7,6,0.363,0.127073
O00161,SNAP23,12,0.359,0.060907
P49354,FNTA,4,0.358,0.056044
Q01518,CAP1,6,0.358,0.062031
Q9HCN3,TMEM8A,15,0.358,0.054519
Q15047,SETDB1,3,0.356,0.041888
O14672,ADAM10,15,0.354,0.046389
O15068,MCF2L,6,0.354,0.033496
P51617,IRAK1,3,0.352,0.135427
Q9HAR2,ADGRL3,22,0.351,0.144126
P68104,EEF1A1,41,0.349,0.058783
P11532,DMD,34,0.347,0.078917
Q14232,EIF2B1,8,0.347,0.069068
P48751,SLC4A3,6,0.344,0.104807
P49757,NUMB,12,0.342,0.074001
O14966,RAB29,5,0.34,0.205708
Q13107,USP4,7,0.337,0.090755
P53365,ARFIP2,5,0.337,0.109938
O95429,BAG4,6,0.335,0.075834
Q9HCE7,SMURF1,9,0.33,0.142895
Q9Y5X3,SNX5,10,0.328,0.082928
Q8TCG1,CIP2A,16,0.327,0.09836
Q07889,SOS1,3,0.327,0.073701
Q9BUF7,CRB3,2,0.325,0.063338
Q86UP2,KTN1,17,0.325,0.125918
